text,annotation_84,annotation_85,annotation_86,annotation_87
Open Canada VACs in India,pro-mitigation,anti-mitigation,anti-mitigation,unclear
Shut down construction sites to prevent the spread of covid 19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Stop Murrayfield Ice rink from closing it’s doors for good,anti-mitigation,unclear,anti-mitigation,pro-mitigation
Postpone UCLA's 2020 Commencement Instead of Cancelling,pro-mitigation,unclear,pro-mitigation,unclear
COVID-19 IN Georgia's Prisons Rise,unclear,pro-mitigation,unclear,unclear
Allow Parents in Botswana  to Purchase Baby & Children's Essentials for the Winter,anti-mitigation,unclear,unclear,unclear
Save South Norwood Library,unclear,unclear,unclear,unclear
COVID-19 Impact: Need waiver for Small & Medium Business owners.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Close All Educational Institutions for Teachers and Other Staff #KeepTeachersSafe,anti-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Doula Support in Nebraska Hospitals during COVID-19 Outbreaks,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
OUR LOVED ONES ARE DYING! Stop shielding nursing homes from liability!,anti-mitigation,unclear,unclear,anti-mitigation
Keep Davis School District students safe by keeping hybrid schedule.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Trump must resign for admitting to downplaying COVID-19,unclear,pro-mitigation,pro-mitigation,unclear
Extend education loan grace period to support the graduates struggling to find jobs #COVID,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Postpone CA exams for COVID Safety Reasons #CAExams,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
CHANGE THE AMBULANCE SERVICE STATUS FROM ESSENTIAL TO EMERGENCY AFTER COVID-19,pro-mitigation,unclear,anti-mitigation,anti-mitigation
Improve COVID-19 Procedures In Correctional Facilities,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"COVID-19 MAY GET ERADICATED, BUT NOT OUR UNIVERSITIES ATROCITY",pro-mitigation,unclear,unclear,unclear
"Keep YOUR Allied HEALTH Practitioners OPEN!  
Ease the burden OUR medical system may face.",pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
Stop Wildlife Medicine in China,unclear,unclear,unclear,unclear
Cancel 2021 GCSE & A-Level Exams,unclear,pro-mitigation,unclear,unclear
Withdraw the freeze in hike of dearness allowance of central govt employees and pensioners,unclear,unclear,pro-mitigation,unclear
STOP THE COVID-19 VACCINATION CAMPAIGN,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
COVID-19,unclear,unclear,unclear,unclear
Open our Garden Centres,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
Requesting Free State Gov to provide list of companies who received Covid-19 Relief Fund,unclear,pro-mitigation,unclear,unclear
Declare the Road Accident Fund an Essential Service,unclear,unclear,unclear,unclear
Suffolk County Executive Steve Bellone and Dr. Pigott (Suffolk DOH): Let ALL Sports Play!,anti-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
The Heritage Private School: reduce payments for educational services during COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Optional Pass/Fail for UIUC,pro-mitigation,unclear,unclear,unclear
