text,annotation_92,annotation_93,annotation_94,annotation_95
COVID-19 Requesting early release for Georgia work release program residents,pro-mitigation,unclear,unclear,pro-mitigation
University students should not have to pay last instalment of rent if they move out,anti-mitigation,unclear,unclear,unclear
Early release for Hector Jimenez via medical parole or clemency due to COVID-19,pro-mitigation,unclear,unclear,unclear
Hold the Chinese government accountable for COVID-19,pro-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
A Campaign to Protect Dover Forest!,pro-mitigation,anti-mitigation,unclear,unclear
LOVE IS NOT TOURISM,anti-mitigation,unclear,anti-mitigation,unclear
Petition AGAINST Del Mar College School of Nursing Holding Back Graduates Due to COVID-19,pro-mitigation,anti-mitigation,pro-mitigation,anti-mitigation
Restrict Incoming Maui Flights to Slow Spread of COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Cancelling of HITS Events during COVID pandemic,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Allow 2020 Spring Sports to Continue Through the Summer,pro-mitigation,anti-mitigation,anti-mitigation,anti-mitigation
Approve direct access to COVID-19 rapid screening tests,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Justice for Benny Davis,unclear,unclear,unclear,unclear
URGENT CALL - Release Julian Assange from Belmarsh NOW!,pro-mitigation,unclear,unclear,unclear
Allow not COVID related evictions,anti-mitigation,anti-mitigation,anti-mitigation,unclear
Release my mother due to COVID-19,pro-mitigation,anti-mitigation,unclear,unclear
Help animal shelters during COVID-19,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Make the CDC report the number of coronavirus cases per state,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Student loan forgiveness for those working the front-lines of the COVID-19 pandemic,unclear,unclear,pro-mitigation,pro-mitigation
"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Test Kits for CoVid-19 in Every City in the USA,unclear,unclear,pro-mitigation,pro-mitigation
Cancel rental payment for international student of Australia during COVID-19 crisis,unclear,pro-mitigation,pro-mitigation,pro-mitigation
Save 220k Massage Therapist's Careers  Covid-19 Licensed Health Care Economic Hardship,,pro-mitigation,anti-mitigation,pro-mitigation
Continue Paying Northeastern Dining Hall Employees for the Next 30 Days,pro-mitigation,unclear,pro-mitigation,unclear
KKTC GİRNE AMERİKAN ÜNİVERSİTESİ ÖDEMELERİNE İNDİRİM İSTİYORUZ,pro-mitigation,unclear,unclear,unclear
Cancel Rent Payments in Finland for International Students during Covid-19.,pro-mitigation,unclear,unclear,anti-mitigation
"Disinfect the streets, lobbies, transportation and stores everyday",pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Keep Yehaa Bob at Port Orleans,pro-mitigation,unclear,unclear,unclear
We want the Human rights commission to lay charges of racism against Russell Kruger.,pro-mitigation,unclear,unclear,anti-mitigation
Community Demands for Lesley University's Covid-19 Response,unclear,anti-mitigation,pro-mitigation,pro-mitigation
I want people who are working during the Covid-19 pandemic to receive hazard pay.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Keep our children safe and close the schools,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Expedite NBCOT Exam Process,pro-mitigation,unclear,unclear,unclear
Petition for Online Teaching in QUB under COVID-19 Threat,unclear,unclear,pro-mitigation,pro-mitigation
Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,pro-mitigation,unclear,pro-mitigation,pro-mitigation
