text,annotation_106,annotation_107,annotation_108,annotation_101
Bring the AFL grand final to Perth,pro-mitigation,pro-mitigation,unclear,unclear
INTI SHOULD CANCELLING ALL PHYSICAL CLASSES TO REDUCE SPREAD OF COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
COVID-19 Support for International Students,pro-mitigation,anti-mitigation,pro-mitigation,unclear
Gofundme deve eliminare i contributi x  le raccolte COVID nel mondo e donare agli ospedali,pro-mitigation,pro-mitigation,unclear,anti-mitigation
COVID vaccines for California teachers,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Corona Virus Kenya: Petition to STOP all flights from CHINA & #COVID-19 hotspots,pro-mitigation,anti-mitigation,pro-mitigation,anti-mitigation
Cancel School for CPS,anti-mitigation,unclear,pro-mitigation,pro-mitigation
Provide federal financial assistance to renters affected by COVID-19,pro-mitigation,anti-mitigation,pro-mitigation,unclear
COVID-19: Suspend classes and Encourage online teaching at Coventry University,pro-mitigation,anti-mitigation,pro-mitigation,unclear
Sénégalais de l'extérieur victimes du COVID-19,unclear,unclear,pro-mitigation,unclear
Demand Congress Provide Free School Meals To Every K-12 Student In America,unclear,pro-mitigation,unclear,pro-mitigation
Lower Temple University Fall 2020 Tuition,unclear,unclear,pro-mitigation,unclear
AOTA Needs to Address Murders of Black Men and Women to Support OT's Diverse Community,unclear,pro-mitigation,unclear,pro-mitigation
Do not transfer our Municipal Commissioner until Covid is eradicated,pro-mitigation,anti-mitigation,pro-mitigation,anti-mitigation
Cover Covid19 Exposed or Contracted Longshore Workers Under Federal Compensation.,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"SAY NO to using the Wyndham, Fresh Meadows to House 100 Former Inmates and Sex Offenders!",anti-mitigation,pro-mitigation,unclear,anti-mitigation
Help convince Inslee and WIAA to allow HS spring sports to resume,anti-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
NZTR: Shifting the two Guineas Group One races north will ruin Cup Week in Christchurch!,anti-mitigation,pro-mitigation,unclear,anti-mitigation
#PostponeNEET_JEE,pro-mitigation,pro-mitigation,unclear,anti-mitigation
"""Play On""",anti-mitigation,pro-mitigation,unclear,unclear
NCAA Covid-19 Eligibility Relief,pro-mitigation,anti-mitigation,unclear,unclear
No to abandonment,pro-mitigation,anti-mitigation,pro-mitigation,unclear
NJ edTPA COVID-19: WAIVE edTPA for Fall 2020 Graduates,pro-mitigation,anti-mitigation,pro-mitigation,unclear
Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Compensate Essential Workers,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,pro-mitigation,anti-mitigation,unclear,unclear
Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,anti-mitigation,,anti-mitigation,anti-mitigation
Shut down TORONTO COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Force Big Chain Supermarkets/Takeaways to Drop Delivery Fees During the Covid-19 Pandemic,anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
BAN USE OF CHEMICAL CROWD-CONTROL AGENTS DURING THE COVID-19 PANDEMIC,anti-mitigation,unclear,anti-mitigation,anti-mitigation
Allow virtual HBUHSD teachers to continue instruction online,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
"Tell Governor Newsom to Release Patricia Wright, A Blind Grandmother with Terminal Cancer",anti-mitigation,anti-mitigation,unclear,pro-mitigation
"Demand to grant  PR Status to Work permit holders, Refugee Claimants and Int. Students.",pro-mitigation,unclear,unclear,pro-mitigation
PLEASE SHUT DOWN and CLEAN Amazon facilities that test positive for COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
Please Let Massachusetts Golf,anti-mitigation,anti-mitigation,unclear,unclear
Stop Deportation- Mother faces deportation that would take her away from her daughter,unclear,anti-mitigation,unclear,anti-mitigation
"The stoppage of Justin Trudeau's ""assault weapons"" ban",unclear,anti-mitigation,unclear,unclear
Allow Businesses and small traders to resume in Mumbai.,anti-mitigation,pro-mitigation,anti-mitigation,pro-mitigation
"With The world facing a Covid-19 pandemic, Unisa exams to change from seat-in to portfolio",pro-mitigation,unclear,pro-mitigation,unclear
DSTV should give S​.​A. subscribers a payment break or decrease prices during Covid-19,pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
Postpone VTU exams,pro-mitigation,anti-mitigation,pro-mitigation,pro-mitigation
