text,annotation_73,annotation_77,annotation_78,annotation_79
Pakistan didn't cause the pandemic - racist British reports will increase hate crime.,unclear,unclear,unclear,unclear
"#MoveAsOne: Affordable, Efficient, and Humane Public Transportation for Filipinos",pro-mitigation,anti-mitigation,unclear,pro-mitigation
Temporary Hazard Pay For Grocery Workers During COVID-19 Pandemic,pro-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
Close Schools during the COVID-19 pandemic,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Government must honor Doctors & Frontline Workers who died as Covid Warriors with medals.,anti-mitigation,pro-mitigation,pro-mitigation,unclear
Cancel 12 th board exam,unclear,pro-mitigation,unclear,anti-mitigation
A CALL TO ACTION FOR ESSENTIAL HEALTH & FITNESS. RE-OPEN OUR GYMS IN ONTARIO!!!,anti-mitigation,anti-mitigation,anti-mitigation,pro-mitigation
Pay rise for frontline NHS staff tackling COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
Ontario needs to allow salons to open before they lose their businesses!,anti-mitigation,anti-mitigation,anti-mitigation,pro-mitigation
Demanding Hazard Pay for Instacart Workers: The Frontline of COVID-19,pro-mitigation,pro-mitigation,pro-mitigation,unclear
"Immediately Enact Vegan Law to Stop COVID-19, Climate Change, Rescuing Our World!",pro-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
Free data for students,unclear,unclear,unclear,unclear
De-Densify Cornell's Ithaca Campus By Rescinding Jessica Zhang '24 Acceptance,unclear,pro-mitigation,anti-mitigation,anti-mitigation
SAVE OUR FREEDOMS- No mandated mask-wearing,unclear,anti-mitigation,anti-mitigation,pro-mitigation
Safeguard the Right of All Laboring People to Have Support During COVID-19 Crisis,anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
Pass all CSUDH Students for Spring 2020 with an A letter grade,unclear,unclear,anti-mitigation,pro-mitigation
To impeach Governor Ron DeSantis for neglecting his duty to protect Floridians from COVID,anti-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
COVID and Poverty,unclear,unclear,unclear,anti-mitigation
India can defeat COVID-19 with more investments in nutrition,pro-mitigation,anti-mitigation,anti-mitigation,pro-mitigation
WCPSS Ignoring Parents: Tables Still Cleaned With Water Only,anti-mitigation,pro-mitigation,unclear,anti-mitigation
Postpone or cancel VTU semester exams due to COVID-19 fears.,pro-mitigation,pro-mitigation,pro-mitigation,anti-mitigation
uOttawa Make Pass/Fail an Option for Classes the Winter Semester due to COVID,anti-mitigation,pro-mitigation,unclear,unclear
"NSW Govt, under the Protection of Covid-19 will commence the slaughter of our Snowy Brumby",anti-mitigation,anti-mitigation,anti-mitigation,unclear
Shut Down All B​.​C Schools Due To Covid-19,pro-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
"COVID-19 Single parents and guardians of minors must not work, the government must cover t",anti-mitigation,pro-mitigation,anti-mitigation,anti-mitigation
Slow/Stop Spread of COVID-19 in Milpitas (@WeAsk2Mask),pro-mitigation,pro-mitigation,unclear,anti-mitigation
Open the QLD border to postcodes that have no active cases! Zero Covid = Not a hotspot!,anti-mitigation,anti-mitigation,unclear,pro-mitigation
COVID-19: Please allow parents to keep school children at home without repercussions,pro-mitigation,pro-mitigation,pro-mitigation,pro-mitigation
