text,annotation_97,annotation_101,annotation_102,annotation_14
RAISE PSW WAGES TO $25​.​00/HOUR,unclear,unclear,unclear,unclear
Canadian Federal Government: Give More Support to Canadian Airlines and their Employees,pro-mitigation,unclear,unclear,pro-mitigation
Universal living wage for all ad-hoc agency workers during the covid-19 crisis,unclear,unclear,unclear,pro-mitigation
Brainware University need to close College due to effect of COVID-19.,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Whittier Council Member Jessica Martinez: Recuse Yourself from Immigrant Relief Lawsuit,anti-mitigation,unclear,unclear,pro-mitigation
Allow parents to temporarily home educate without being penalised during Covid-19 outbreak,pro-mitigation,unclear,pro-mitigation,pro-mitigation
There will be a day AFTER COVID-19.  Help us change the way leaders lead.  Everywhere.,unclear,unclear,unclear,pro-mitigation
Close Madison City Schools due to COVID-19,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Mthuli Ncube to remove 2% charge from all electronic money transactions #Covid-19 period,unclear,unclear,pro-mitigation,pro-mitigation
Partially Refund Loughborough University Tuition Fees,unclear,unclear,unclear,pro-mitigation
Proper equipments and facilities for Arunachal Pradesh to tackle Covid-19,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Humber College should reduce tuition fees for classes recently made online due to COVID-19,pro-mitigation,unclear,unclear,pro-mitigation
#saveProjectSPELL,unclear,unclear,unclear,pro-mitigation
Cancel the STAAR test for the 2020/2021 school year,pro-mitigation,pro-mitigation,unclear,pro-mitigation
Make pass/fail available for Mississippi State Students for the 2020-2021 academic year.,unclear,pro-mitigation,unclear,pro-mitigation
Governor Doug Burgum to Issue Mandatory Shelter-in-Place Order,pro-mitigation,unclear,unclear,pro-mitigation
Early release due to covid 19,unclear,unclear,unclear,anti-mitigation
Medical professionals need protection and gear to fight Covid 19 !,pro-mitigation,unclear,pro-mitigation,pro-mitigation
"Save Gilroy Recreation - Theater, Aquatics, Preschool, etc.",unclear,unclear,unclear,unclear
Class of 2020 to get their certification,unclear,unclear,unclear,pro-mitigation
COVID-19 Landlord Support,pro-mitigation,unclear,pro-mitigation,pro-mitigation
Equestrian Riding relief,unclear,unclear,unclear,unclear
Stop children being weighed in school without parental consent,unclear,anti-mitigation,unclear,unclear
Allow Visitors for Covid-19 Patients,anti-mitigation,pro-mitigation,unclear,anti-mitigation
Tuition Adjustments Due to COVID-19,unclear,unclear,pro-mitigation,pro-mitigation
Exigimos acciones de control y salud en la Reserva Natural de La Parguera,unclear,pro-mitigation,unclear,unclear
